A125,15,2.586,107,714,46.933,13.526101,0.657659,1.620
A126,16.2,3.143,183,677,47.567,15.117587,0.769880,0.000
A127,17.1,3.242,92,842,47.050,33.732281,0.709774,0.000
A128,14.6,3.47,135,682,57.183,16.735242,0.751065,0.000
A129,21,3.324,98,848,48.350,32.243652,0.683135,0.000
A130,16.2,3.222,124,813,50.100,26.434216,0.734066,0.000
A131,20,4.271,106,792,50.067,27.512382,0.653014,0.000
A132,19.8,3.978,98,682,42.117,21.703122,0.741411,0.000
A133,18.1,3.29,92,586,55.817,13.714407,0.685730,0.000
A134,17.4,3.523,102,768,43.383,23.213066,0.756389,0.000
A135,15.2,3.146,83,596,52.067,15.053409,0.740571,0.000
A136,16.1,3.751,47,706,48.933,18.171170,0.704765,0.000
A137,19.1,4.122,177,858,51.033,22.122846,0.736181,0.000
A138,17.1,3.401,96,824,44.850,31.489558,0.746438,0.000
A139,14.7,2.859,109,553,51.200,11.146973,0.753125,0.000
A140,22.2,3.341,55,797,54.017,23.502971,0.670542,0.000
